vacancy_id,client_name,role_title,department,recruiter_id,opened_date,filled_date,status,source_channel,monthly_fee_usd,candidate_country
V0240,Maple & Main Retail,SDR / Appointment Setter,Marketing & Sales,R08,2026-01-24,2026-04-06,Filled,Job Board,1450,Colombia
V0241,Beacon Marketing,Data Analyst,Tech,R10,2025-12-20,,Cancelled,Job Board,,
V0242,Falcon Freight,Executive Assistant,Finance & Ops,R06,2026-03-14,,Cancelled,Referral,,
V0243,Atlas E-commerce,SDR / Appointment Setter,Marketing & Sales,R08,2025-10-20,2025-11-05,Filled,Job Board,1700,Philippines
V0244,Ironwood Construction,QA Engineer,Tech,R01,2026-02-26,2026-03-23,Filled,Referral,2250,Argentina
V0245,Lakeside Insurance,Customer Support Rep,Marketing & Sales,R12,2026-06-26,,Open,LinkedIn,,
V0246,Brightline Health,Full-Stack Developer,Tech,R02,2026-03-19,,Cancelled,Job Board,,
V0247,Pinnacle Auto Group,Executive Assistant,Finance & Ops,R05,2026-01-07,2026-03-11,Filled,Referral,1580,Philippines
V0248,Brightline Health,Full-Stack Developer,Tech,R01,2026-04-24,2026-06-16,Filled,LinkedIn,2550,Mexico
V0249,Lakeside Insurance,IT Support Specialist,Tech,R03,2026-05-17,,Open,Job Board,,
V0250,Atlas E-commerce,Social Media Manager,Marketing & Sales,R07,2026-01-29,,Cancelled,Job Board,,
V0251,Riverbend Clinics,Social Media Manager,Marketing & Sales,R07,2026-03-09,,Cancelled,LinkedIn,,
V0252,Pinnacle Auto Group,QA Engineer,Tech,R02,2026-06-02,,Cancelled,Job Board,,
V0253,Copperfield Law,Project Manager,Finance & Ops,R05,2026-01-20,,Cancelled,Referral,,
V0254,TrueNorth SaaS,Social Media Manager,Marketing & Sales,R07,2026-04-04,,Open,Referral,,
V0255,Copperfield Law,QA Engineer,Tech,R10,2026-03-17,2026-05-30,Filled,Referral,1960,Colombia
V0256,Sterling Property Mgmt,Data Analyst,Tech,R02,2026-05-21,2026-06-09,Filled,Job Board,2220,Peru
V0257,Nova Legal Group,Executive Assistant,Finance & Ops,R11,2025-10-12,2025-11-20,Filled,LinkedIn,1200,Peru
V0258,Summit Logistics,Bookkeeper,Finance & Ops,R04,2025-11-02,,Open,LinkedIn,,
V0259,Atlas E-commerce,QA Engineer,Tech,R10,2025-12-09,2026-02-16,Filled,LinkedIn,2510,Philippines
V0260,BlueOak Financial,Customer Support Rep,Marketing & Sales,R09,2025-12-08,2026-02-08,Filled,Job Board,1600,Peru
V0261,Grandview Hospitality,IT Support Specialist,Tech,R01,2025-10-02,,Open,LinkedIn,,
V0262,Maple & Main Retail,IT Support Specialist,Tech,R10,2026-02-04,2026-03-02,Filled,Referral,1570,Colombia
V0263,Maple & Main Retail,Data Analyst,Tech,R02,2026-02-01,2026-04-11,Filled,Job Board,2320,Peru
V0264,Everline Solar,Data Analyst,Tech,R01,2026-02-03,2026-03-14,Filled,LinkedIn,2060,Philippines
V0265,TrueNorth SaaS,SDR / Appointment Setter,Marketing & Sales,R08,2026-02-26,,Open,Referral,,
V0266,Ironwood Construction,Customer Support Rep,Marketing & Sales,R08,2026-03-14,2026-04-23,Filled,LinkedIn,1170,Venezuela
V0267,Maple & Main Retail,SDR / Appointment Setter,Marketing & Sales,R12,2025-12-29,2026-02-23,Filled,Referral,1230,Brazil
V0268,Grandview Hospitality,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-13,2026-04-17,Filled,Referral,1380,Philippines
V0269,Pinnacle Auto Group,IT Support Specialist,Tech,R02,2026-03-03,,Open,Referral,,
V0270,Redwood Media,QA Engineer,Tech,R02,2026-04-17,2026-05-09,Filled,LinkedIn,2060,Venezuela
V0271,Nova Legal Group,Social Media Manager,Marketing & Sales,R07,2026-01-06,2026-01-23,Filled,LinkedIn,1700,Philippines
V0272,Vertex Home Services,Marketing Specialist,Marketing & Sales,R12,2026-01-20,2026-03-11,Filled,Internal Database,2130,Colombia
V0273,Atlas E-commerce,Social Media Manager,Marketing & Sales,R12,2025-11-30,,Open,Internal Database,,
V0274,Lakeside Insurance,SDR / Appointment Setter,Marketing & Sales,R09,2026-03-14,2026-05-10,Filled,LinkedIn,1520,Argentina
V0275,Vertex Home Services,Project Manager,Finance & Ops,R04,2026-05-27,,Open,LinkedIn,,
V0276,Ironwood Construction,Accountant,Finance & Ops,R05,2025-10-24,,Cancelled,LinkedIn,,
V0277,Everline Solar,Bookkeeper,Finance & Ops,R11,2026-01-26,2026-03-22,Filled,Job Board,1450,Argentina
V0278,BlueOak Financial,Social Media Manager,Marketing & Sales,R12,2026-06-09,,Cancelled,Job Board,,
V0279,Maple & Main Retail,Project Manager,Finance & Ops,R04,2026-01-03,2026-01-24,Filled,LinkedIn,2760,Philippines
V0280,Brightline Health,Data Analyst,Tech,R02,2026-04-30,,Open,LinkedIn,,
V0281,Beacon Marketing,Project Manager,Finance & Ops,R04,2026-04-10,2026-06-22,Filled,LinkedIn,2600,Brazil
V0282,Copperfield Law,SDR / Appointment Setter,Marketing & Sales,R07,2026-04-29,2026-06-16,Filled,Job Board,1630,Colombia
V0283,Vertex Home Services,Customer Support Rep,Marketing & Sales,R08,2026-05-09,2026-06-09,Filled,Job Board,1150,Mexico
V0284,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R06,2026-03-31,,Open,Referral,,
V0285,Nova Legal Group,Social Media Manager,Marketing & Sales,R09,2026-01-24,,Cancelled,Referral,,
V0286,Beacon Marketing,Accountant,Finance & Ops,R04,2026-06-01,,Cancelled,Job Board,,
V0287,Vertex Home Services,Customer Support Rep,Marketing & Sales,R07,2026-03-19,,Open,Internal Database,,
V0288,Grandview Hospitality,Social Media Manager,Marketing & Sales,R09,2026-06-01,,Cancelled,Referral,,
V0289,Quantum IT Services,Data Analyst,Tech,R03,2025-12-31,2026-01-30,Filled,Job Board,2050,Philippines
V0290,Grandview Hospitality,Full-Stack Developer,Tech,R02,2026-03-03,2026-05-03,Filled,LinkedIn,3020,Brazil
V0291,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R07,2025-12-11,2025-12-29,Filled,LinkedIn,1880,Colombia
V0292,Sterling Property Mgmt,Full-Stack Developer,Tech,R10,2026-03-24,,Open,Referral,,
V0293,Everline Solar,Bookkeeper,Finance & Ops,R11,2026-04-11,2026-06-10,Filled,Job Board,1650,Colombia
V0294,Atlas E-commerce,IT Support Specialist,Tech,R01,2025-11-07,2025-12-08,Filled,LinkedIn,1630,Brazil
V0295,Cascade Realty,Full-Stack Developer,Tech,R01,2025-11-16,,Open,LinkedIn,,
V0296,Nova Legal Group,QA Engineer,Tech,R10,2026-05-09,2026-06-03,Filled,LinkedIn,2210,Colombia
V0297,Grandview Hospitality,Full-Stack Developer,Tech,R10,2026-03-16,2026-04-07,Filled,Internal Database,2860,Brazil
V0298,Ironwood Construction,IT Support Specialist,Tech,R02,2026-06-24,,Cancelled,LinkedIn,,
V0299,Nova Legal Group,QA Engineer,Tech,R02,2025-11-02,2026-01-14,Filled,LinkedIn,2140,Philippines
V0300,ClearPath Accounting,IT Support Specialist,Tech,R02,2026-06-11,2026-06-23,Filled,Job Board,1480,Venezuela
V0301,ClearPath Accounting,Accountant,Finance & Ops,R11,2026-03-18,2026-04-16,Filled,Job Board,2250,Argentina
V0302,Solstice Wellness,Social Media Manager,Marketing & Sales,R12,2026-01-11,2026-03-04,Filled,Job Board,1880,Argentina
V0303,Cascade Realty,Project Manager,Finance & Ops,R06,2026-02-02,2026-04-05,Filled,Internal Database,2730,Argentina
V0304,Sterling Property Mgmt,IT Support Specialist,Tech,R01,2026-01-01,,Open,Job Board,,
V0305,Peak Staffing Co,Social Media Manager,Marketing & Sales,R12,2025-11-05,,Cancelled,LinkedIn,,
V0306,TrueNorth SaaS,QA Engineer,Tech,R10,2026-05-05,,Cancelled,Referral,,
V0307,Cascade Realty,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-03,,Open,Job Board,,
V0308,Everline Solar,Customer Support Rep,Marketing & Sales,R08,2026-03-31,,Cancelled,LinkedIn,,
V0309,Redwood Media,Accountant,Finance & Ops,R04,2025-11-24,2026-01-03,Filled,Referral,1780,Venezuela
V0310,Ironwood Construction,Customer Support Rep,Marketing & Sales,R08,2026-06-14,,Cancelled,Referral,,
V0311,Beacon Marketing,Full-Stack Developer,Tech,R02,2025-11-29,2026-01-06,Filled,LinkedIn,2780,Peru
V0312,ClearPath Accounting,Full-Stack Developer,Tech,R10,2026-05-13,2026-06-08,Filled,Job Board,2730,Colombia
V0313,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R08,2025-12-24,2026-02-16,Filled,Internal Database,1380,Peru
V0314,Solstice Wellness,IT Support Specialist,Tech,R02,2026-04-26,2026-06-27,Filled,Job Board,1790,Colombia
V0315,Everline Solar,IT Support Specialist,Tech,R10,2026-05-19,2026-06-26,Filled,Job Board,1820,Argentina
V0316,Maple & Main Retail,Full-Stack Developer,Tech,R02,2025-11-22,2025-12-18,Filled,Internal Database,2620,Argentina
V0317,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-10,2026-05-05,Filled,Job Board,1550,Argentina
V0318,Ironwood Construction,Customer Support Rep,Marketing & Sales,R07,2026-03-02,,Cancelled,LinkedIn,,
V0319,Harbor Dental Partners,Bookkeeper,Finance & Ops,R11,2025-12-12,2026-02-11,Filled,Referral,1380,Venezuela
V0320,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R08,2025-12-28,2026-02-18,Filled,Job Board,1280,Philippines
V0321,Maple & Main Retail,Bookkeeper,Finance & Ops,R11,2025-10-05,2025-12-19,Filled,Referral,1790,Venezuela
V0322,Summit Logistics,Social Media Manager,Marketing & Sales,R12,2026-05-16,2026-06-25,Filled,LinkedIn,1640,Argentina
V0323,Grandview Hospitality,SDR / Appointment Setter,Marketing & Sales,R08,2026-02-25,,Open,Referral,,
V0324,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R09,2025-11-28,,Open,Job Board,,
V0325,Ironwood Construction,Data Analyst,Tech,R02,2026-05-14,,Open,Internal Database,,
V0326,Cascade Realty,Data Analyst,Tech,R03,2026-05-19,,Cancelled,Job Board,,
V0327,Harbor Dental Partners,IT Support Specialist,Tech,R03,2026-01-16,,Open,Job Board,,
V0328,Quantum IT Services,IT Support Specialist,Tech,R01,2026-01-14,2026-02-16,Filled,LinkedIn,1720,Argentina
V0329,Lakeside Insurance,Marketing Specialist,Marketing & Sales,R07,2026-02-14,2026-04-19,Filled,Internal Database,2030,Colombia
V0330,Maple & Main Retail,QA Engineer,Tech,R02,2025-12-07,2026-01-19,Filled,Referral,2060,Philippines
V0331,Copperfield Law,QA Engineer,Tech,R10,2026-02-15,2026-03-10,Filled,Job Board,1860,Venezuela
V0332,Everline Solar,Social Media Manager,Marketing & Sales,R12,2026-04-07,,Open,Job Board,,
V0333,Vertex Home Services,Full-Stack Developer,Tech,R03,2026-05-23,,Open,Internal Database,,
V0334,TrueNorth SaaS,IT Support Specialist,Tech,R03,2026-06-11,,Cancelled,Internal Database,,
V0335,Cascade Realty,Bookkeeper,Finance & Ops,R04,2025-10-25,2026-01-03,Filled,Internal Database,1770,Colombia
V0336,BlueOak Financial,QA Engineer,Tech,R10,2026-05-14,2026-06-20,Filled,Internal Database,2570,Brazil
V0337,Maple & Main Retail,Executive Assistant,Finance & Ops,R06,2025-12-21,2026-01-12,Filled,Internal Database,1420,Argentina
V0338,Pinnacle Auto Group,QA Engineer,Tech,R10,2025-10-27,,Cancelled,Job Board,,
V0339,Maple & Main Retail,Social Media Manager,Marketing & Sales,R07,2025-11-18,2025-12-28,Filled,Referral,1350,Peru
V0340,Beacon Marketing,Data Analyst,Tech,R01,2026-03-25,,Open,LinkedIn,,
V0341,Atlas E-commerce,Accountant,Finance & Ops,R04,2025-11-15,2026-01-04,Filled,Job Board,1890,Mexico
V0342,Redwood Media,QA Engineer,Tech,R01,2025-12-13,2026-01-15,Filled,Job Board,1810,Venezuela
V0343,Cascade Realty,Customer Support Rep,Marketing & Sales,R12,2025-12-17,2026-01-25,Filled,LinkedIn,1320,Colombia
V0344,Peak Staffing Co,Full-Stack Developer,Tech,R03,2026-04-15,,Open,LinkedIn,,
V0345,Vertex Home Services,Full-Stack Developer,Tech,R03,2026-02-05,,Open,Referral,,
V0346,Atlas E-commerce,SDR / Appointment Setter,Marketing & Sales,R12,2026-01-05,2026-02-16,Filled,LinkedIn,1230,Venezuela
V0347,Atlas E-commerce,Project Manager,Finance & Ops,R04,2025-11-06,,Open,Internal Database,,
V0348,Everline Solar,Marketing Specialist,Marketing & Sales,R09,2026-05-04,,Cancelled,LinkedIn,,
V0349,Atlas E-commerce,Marketing Specialist,Marketing & Sales,R07,2025-11-04,2025-11-23,Filled,Referral,1530,Philippines
V0350,Lakeside Insurance,Customer Support Rep,Marketing & Sales,R12,2026-06-14,,Cancelled,LinkedIn,,
V0351,Atlas E-commerce,Full-Stack Developer,Tech,R02,2026-06-19,,Open,Referral,,
V0352,Summit Logistics,Customer Support Rep,Marketing & Sales,R09,2025-11-03,,Cancelled,LinkedIn,,
V0353,Brightline Health,Accountant,Finance & Ops,R11,2025-11-29,2026-01-02,Filled,Job Board,1640,Colombia
V0354,Redwood Media,Social Media Manager,Marketing & Sales,R08,2025-10-06,2025-11-20,Filled,LinkedIn,1510,Mexico
V0355,Quantum IT Services,Executive Assistant,Finance & Ops,R04,2025-11-30,2025-12-20,Filled,Internal Database,1460,Argentina
V0356,TrueNorth SaaS,Customer Support Rep,Marketing & Sales,R12,2025-11-09,2026-01-23,Filled,LinkedIn,1280,Philippines
V0357,Peak Staffing Co,QA Engineer,Tech,R01,2026-02-08,,Open,Job Board,,
V0358,Harbor Dental Partners,Data Analyst,Tech,R01,2025-10-23,2025-12-23,Filled,Internal Database,2230,Mexico
V0359,Nova Legal Group,Data Analyst,Tech,R02,2026-05-03,2026-06-24,Filled,Referral,2190,Argentina
V0360,Nova Legal Group,Full-Stack Developer,Tech,R01,2026-06-15,2026-07-02,Filled,Internal Database,3280,Venezuela
V0361,Ironwood Construction,Executive Assistant,Finance & Ops,R06,2026-03-09,2026-05-07,Filled,Referral,1470,Mexico
V0362,Grandview Hospitality,Executive Assistant,Finance & Ops,R11,2026-02-02,2026-03-11,Filled,Job Board,1780,Brazil
V0363,Falcon Freight,IT Support Specialist,Tech,R01,2025-12-17,,Open,Job Board,,
V0364,Cascade Realty,Data Analyst,Tech,R01,2026-03-21,,Cancelled,LinkedIn,,
V0365,Quantum IT Services,IT Support Specialist,Tech,R10,2026-05-03,,Open,LinkedIn,,
V0366,TrueNorth SaaS,Data Analyst,Tech,R10,2026-01-27,,Cancelled,LinkedIn,,
V0367,Ironwood Construction,QA Engineer,Tech,R01,2026-04-20,2026-05-18,Filled,LinkedIn,1850,Mexico
V0368,BlueOak Financial,Bookkeeper,Finance & Ops,R06,2026-04-20,2026-05-11,Filled,Job Board,1460,Mexico
V0369,Cascade Realty,Marketing Specialist,Marketing & Sales,R08,2025-11-25,2026-01-16,Filled,Referral,1810,Venezuela
V0370,Maple & Main Retail,IT Support Specialist,Tech,R03,2026-05-20,2026-06-12,Filled,LinkedIn,1910,Mexico
V0371,Quantum IT Services,Social Media Manager,Marketing & Sales,R08,2025-10-21,,Open,LinkedIn,,
V0372,Brightline Health,Bookkeeper,Finance & Ops,R04,2026-04-21,,Cancelled,Internal Database,,
V0373,Brightline Health,Project Manager,Finance & Ops,R04,2026-02-05,2026-03-06,Filled,LinkedIn,2720,Colombia
V0374,TrueNorth SaaS,IT Support Specialist,Tech,R02,2025-12-06,,Open,Referral,,
V0375,ClearPath Accounting,Full-Stack Developer,Tech,R01,2025-10-12,2025-11-09,Filled,LinkedIn,3110,Colombia
V0376,Beacon Marketing,Project Manager,Finance & Ops,R05,2025-10-26,,Open,LinkedIn,,
V0377,Sterling Property Mgmt,Customer Support Rep,Marketing & Sales,R08,2026-05-07,2026-06-23,Filled,Internal Database,1550,Argentina
V0378,Nova Legal Group,Data Analyst,Tech,R03,2026-02-03,2026-04-17,Filled,LinkedIn,2520,Colombia
V0379,Falcon Freight,QA Engineer,Tech,R02,2026-05-03,,Cancelled,Internal Database,,
V0380,Redwood Media,SDR / Appointment Setter,Marketing & Sales,R12,2025-10-10,,Open,Internal Database,,
V0381,Everline Solar,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-14,2026-04-23,Filled,LinkedIn,1220,Colombia
V0382,Cascade Realty,Project Manager,Finance & Ops,R06,2026-06-29,,Cancelled,LinkedIn,,
V0383,Redwood Media,IT Support Specialist,Tech,R01,2026-02-14,,Cancelled,Internal Database,,
V0384,Brightline Health,QA Engineer,Tech,R02,2025-12-30,2026-02-25,Filled,Job Board,2440,Peru
V0385,Grandview Hospitality,Bookkeeper,Finance & Ops,R05,2025-12-12,,Open,LinkedIn,,
V0386,Beacon Marketing,Project Manager,Finance & Ops,R04,2025-10-20,2025-11-03,Filled,LinkedIn,2540,Peru
V0387,Brightline Health,Marketing Specialist,Marketing & Sales,R08,2026-01-12,2026-03-06,Filled,LinkedIn,1620,Colombia
V0388,Redwood Media,Social Media Manager,Marketing & Sales,R07,2025-12-12,,Open,Job Board,,
V0389,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R07,2026-04-21,2026-05-23,Filled,Job Board,1260,Brazil
V0390,Peak Staffing Co,Project Manager,Finance & Ops,R05,2026-03-12,,Cancelled,Job Board,,
V0391,Solstice Wellness,QA Engineer,Tech,R03,2026-04-12,,Cancelled,LinkedIn,,
V0392,TrueNorth SaaS,Social Media Manager,Marketing & Sales,R07,2026-04-19,2026-05-29,Filled,LinkedIn,1490,Brazil
V0393,Harbor Dental Partners,Project Manager,Finance & Ops,R06,2025-12-12,,Cancelled,Job Board,,
V0394,Lakeside Insurance,Full-Stack Developer,Tech,R10,2026-03-21,2026-04-10,Filled,Job Board,2630,Argentina
V0395,Beacon Marketing,Social Media Manager,Marketing & Sales,R07,2025-10-01,2025-11-03,Filled,Internal Database,1740,Venezuela
V0396,Harbor Dental Partners,Bookkeeper,Finance & Ops,R04,2026-04-11,,Open,Referral,,
V0397,Harbor Dental Partners,Data Analyst,Tech,R01,2026-02-28,2026-03-21,Filled,Internal Database,2570,Argentina
V0398,Brightline Health,QA Engineer,Tech,R01,2025-11-08,2026-01-20,Filled,Referral,2590,Brazil
V0399,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R12,2025-12-24,2026-01-31,Filled,Job Board,1150,Mexico
V0400,Grandview Hospitality,Social Media Manager,Marketing & Sales,R09,2026-02-13,2026-04-16,Filled,Job Board,1360,Peru
V0401,Cascade Realty,QA Engineer,Tech,R03,2025-10-28,2026-01-09,Filled,LinkedIn,1870,Mexico
V0402,Beacon Marketing,QA Engineer,Tech,R01,2026-02-27,2026-04-30,Filled,Internal Database,1890,Venezuela
V0403,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R11,2025-11-16,2026-01-14,Filled,LinkedIn,1730,Mexico
V0404,Everline Solar,Project Manager,Finance & Ops,R06,2026-05-27,2026-06-15,Filled,Job Board,2240,Mexico
V0405,Grandview Hospitality,Full-Stack Developer,Tech,R03,2025-11-13,,Open,LinkedIn,,
V0406,TrueNorth SaaS,Accountant,Finance & Ops,R11,2026-06-25,,Open,Internal Database,,
V0407,TrueNorth SaaS,Project Manager,Finance & Ops,R04,2026-03-03,2026-03-19,Filled,Internal Database,2770,Peru
V0408,Vertex Home Services,Marketing Specialist,Marketing & Sales,R07,2025-12-15,,Open,Job Board,,
V0409,Falcon Freight,QA Engineer,Tech,R10,2025-10-22,2025-11-28,Filled,LinkedIn,2350,Philippines
V0410,Nova Legal Group,Marketing Specialist,Marketing & Sales,R09,2026-02-10,,Open,Referral,,
V0411,Quantum IT Services,Accountant,Finance & Ops,R06,2026-03-16,2026-03-29,Filled,Job Board,2330,Philippines
V0412,TrueNorth SaaS,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-03,2026-05-27,Filled,Job Board,1290,Colombia
V0413,Harbor Dental Partners,Executive Assistant,Finance & Ops,R11,2026-03-26,2026-06-06,Filled,LinkedIn,1590,Colombia
V0414,Solstice Wellness,QA Engineer,Tech,R01,2026-04-24,2026-06-05,Filled,Referral,2500,Colombia
V0415,Beacon Marketing,Executive Assistant,Finance & Ops,R04,2026-04-09,2026-05-30,Filled,Internal Database,1680,Argentina
V0416,ClearPath Accounting,Customer Support Rep,Marketing & Sales,R08,2025-11-20,2026-01-27,Filled,LinkedIn,1590,Philippines
V0417,Beacon Marketing,Accountant,Finance & Ops,R05,2025-11-15,2026-01-18,Filled,Job Board,2330,Brazil
V0418,Everline Solar,Bookkeeper,Finance & Ops,R05,2025-10-29,2025-12-31,Filled,Internal Database,1730,Mexico
V0419,Summit Logistics,Marketing Specialist,Marketing & Sales,R08,2025-10-15,2025-11-03,Filled,Referral,2080,Mexico
V0420,Cascade Realty,Bookkeeper,Finance & Ops,R06,2026-01-10,2026-03-13,Filled,Job Board,1580,Brazil
V0421,Grandview Hospitality,IT Support Specialist,Tech,R10,2026-04-09,2026-06-20,Filled,LinkedIn,1510,Peru
V0422,TrueNorth SaaS,QA Engineer,Tech,R01,2026-02-10,2026-03-14,Filled,Job Board,2110,Philippines
V0423,Copperfield Law,IT Support Specialist,Tech,R02,2026-01-22,,Cancelled,LinkedIn,,
V0424,Peak Staffing Co,Customer Support Rep,Marketing & Sales,R12,2025-10-05,,Open,LinkedIn,,
V0425,Lakeside Insurance,Executive Assistant,Finance & Ops,R11,2026-02-18,,Open,LinkedIn,,
V0426,Grandview Hospitality,Executive Assistant,Finance & Ops,R11,2026-06-24,,Cancelled,Job Board,,
V0427,Lakeside Insurance,Marketing Specialist,Marketing & Sales,R09,2026-02-22,,Cancelled,Job Board,,
V0428,Riverbend Clinics,Executive Assistant,Finance & Ops,R06,2026-02-11,2026-03-25,Filled,Referral,1510,Colombia
V0429,Pinnacle Auto Group,Bookkeeper,Finance & Ops,R04,2025-12-11,,Cancelled,Referral,,
V0430,Redwood Media,Social Media Manager,Marketing & Sales,R08,2025-10-19,2025-12-30,Filled,Referral,1730,Brazil
V0431,Grandview Hospitality,QA Engineer,Tech,R03,2026-01-01,2026-02-15,Filled,Job Board,1900,Brazil
V0432,ClearPath Accounting,QA Engineer,Tech,R01,2026-03-21,2026-05-11,Filled,LinkedIn,1980,Venezuela
V0433,Beacon Marketing,Marketing Specialist,Marketing & Sales,R12,2026-02-28,,Open,Internal Database,,
V0434,Vertex Home Services,SDR / Appointment Setter,Marketing & Sales,R12,2025-12-01,2026-01-01,Filled,LinkedIn,1450,Mexico
V0435,ClearPath Accounting,Marketing Specialist,Marketing & Sales,R08,2026-05-23,2026-06-14,Filled,Job Board,2000,Venezuela
V0436,Everline Solar,QA Engineer,Tech,R01,2026-03-10,2026-04-12,Filled,LinkedIn,2020,Peru
V0437,Atlas E-commerce,Full-Stack Developer,Tech,R10,2025-12-06,,Cancelled,LinkedIn,,
V0438,Brightline Health,SDR / Appointment Setter,Marketing & Sales,R09,2026-01-11,,Open,Job Board,,
V0439,Cascade Realty,Customer Support Rep,Marketing & Sales,R08,2026-02-05,,Cancelled,Referral,,
V0440,Solstice Wellness,Marketing Specialist,Marketing & Sales,R08,2026-03-06,2026-04-24,Filled,Referral,1530,Venezuela
V0441,Beacon Marketing,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-22,,Open,LinkedIn,,
V0442,Solstice Wellness,IT Support Specialist,Tech,R10,2025-12-24,2026-01-21,Filled,LinkedIn,1530,Mexico
V0443,Falcon Freight,SDR / Appointment Setter,Marketing & Sales,R07,2025-12-26,2026-01-11,Filled,LinkedIn,1590,Venezuela
V0444,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R07,2025-10-25,,Cancelled,Job Board,,
V0445,Quantum IT Services,Accountant,Finance & Ops,R11,2026-05-16,2026-06-16,Filled,Job Board,1800,Mexico
V0446,Riverbend Clinics,Data Analyst,Tech,R10,2026-03-04,,Cancelled,Job Board,,
V0447,Cascade Realty,QA Engineer,Tech,R01,2026-05-03,2026-06-20,Filled,Referral,2290,Colombia
V0448,Quantum IT Services,Marketing Specialist,Marketing & Sales,R09,2026-01-11,,Open,Referral,,
V0449,ClearPath Accounting,QA Engineer,Tech,R10,2025-10-21,,Open,LinkedIn,,
V0450,Nova Legal Group,Data Analyst,Tech,R01,2025-11-15,,Open,Job Board,,
V0451,Lakeside Insurance,Full-Stack Developer,Tech,R03,2025-11-21,,Cancelled,Referral,,
V0452,Pinnacle Auto Group,Full-Stack Developer,Tech,R01,2025-12-29,,Open,Job Board,,
V0453,ClearPath Accounting,Full-Stack Developer,Tech,R01,2025-10-24,,Open,LinkedIn,,
V0454,Atlas E-commerce,Project Manager,Finance & Ops,R04,2026-02-15,2026-03-13,Filled,Internal Database,2310,Venezuela
V0455,Cascade Realty,Executive Assistant,Finance & Ops,R11,2026-04-16,,Open,LinkedIn,,
V0456,TrueNorth SaaS,Social Media Manager,Marketing & Sales,R08,2025-10-31,2026-01-12,Filled,Job Board,1850,Philippines
V0457,Beacon Marketing,QA Engineer,Tech,R03,2026-04-13,2026-05-11,Filled,LinkedIn,2490,Venezuela
V0458,Maple & Main Retail,Accountant,Finance & Ops,R04,2026-05-14,2026-05-27,Filled,Referral,2120,Brazil
V0459,Maple & Main Retail,Social Media Manager,Marketing & Sales,R09,2026-01-23,2026-02-16,Filled,Job Board,1710,Venezuela
V0460,Falcon Freight,Project Manager,Finance & Ops,R11,2026-03-27,2026-04-14,Filled,Internal Database,2740,Colombia
V0461,ClearPath Accounting,SDR / Appointment Setter,Marketing & Sales,R12,2026-05-29,,Open,LinkedIn,,
V0462,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R05,2025-10-26,2025-12-07,Filled,Referral,1430,Colombia
V0463,Beacon Marketing,Marketing Specialist,Marketing & Sales,R07,2026-05-18,,Open,Job Board,,
V0464,Nova Legal Group,Data Analyst,Tech,R10,2025-11-22,2025-12-04,Filled,Job Board,2290,Philippines
V0465,Redwood Media,Marketing Specialist,Marketing & Sales,R08,2026-03-05,,Cancelled,Job Board,,
V0466,Quantum IT Services,IT Support Specialist,Tech,R03,2026-05-21,,Cancelled,Job Board,,
V0467,Redwood Media,Social Media Manager,Marketing & Sales,R07,2026-05-20,2026-06-01,Filled,Job Board,1700,Argentina
V0468,Beacon Marketing,Executive Assistant,Finance & Ops,R06,2026-06-25,,Cancelled,LinkedIn,,
V0469,Atlas E-commerce,Social Media Manager,Marketing & Sales,R07,2026-04-28,2026-05-25,Filled,LinkedIn,1420,Philippines
V0470,Everline Solar,IT Support Specialist,Tech,R01,2026-03-23,,Cancelled,Internal Database,,
V0471,Grandview Hospitality,Project Manager,Finance & Ops,R05,2026-06-16,,Open,Internal Database,,
V0472,Cascade Realty,Marketing Specialist,Marketing & Sales,R08,2026-06-05,,Cancelled,Referral,,
V0473,Atlas E-commerce,Marketing Specialist,Marketing & Sales,R12,2026-03-14,2026-04-26,Filled,Internal Database,1930,Argentina
V0474,Quantum IT Services,Executive Assistant,Finance & Ops,R05,2026-05-20,,Cancelled,Referral,,
V0475,BlueOak Financial,Bookkeeper,Finance & Ops,R05,2026-01-20,2026-03-17,Filled,Internal Database,1730,Brazil
V0476,TrueNorth SaaS,Customer Support Rep,Marketing & Sales,R09,2025-12-31,,Cancelled,Referral,,
V0477,Copperfield Law,Customer Support Rep,Marketing & Sales,R09,2026-05-02,,Open,LinkedIn,,
V0478,Ironwood Construction,Accountant,Finance & Ops,R04,2025-12-14,,Cancelled,Job Board,,
V0479,Sterling Property Mgmt,QA Engineer,Tech,R03,2025-11-01,2025-12-28,Filled,LinkedIn,2230,Philippines
