date,channel,ad_spend_usd,leads,qualified_leads,client_meetings,deals_closed
2026-04-18,LinkedIn Ads,185.76,8,4,2,0
2026-04-18,Google Ads,108.44,4,2,1,0
2026-04-18,Meta Ads,116.99,3,0,0,0
2026-04-18,Referral,0.0,0,0,0,0
2026-04-18,Organic / SEO,0.0,4,2,1,1
2026-04-19,LinkedIn Ads,164.38,6,3,0,0
2026-04-19,Google Ads,119.99,8,2,1,0
2026-04-19,Meta Ads,83.18,4,0,0,0
2026-04-19,Referral,0.0,2,2,2,2
2026-04-19,Organic / SEO,0.0,2,0,0,0
2026-04-20,LinkedIn Ads,258.86,16,4,0,0
2026-04-20,Google Ads,259.97,14,6,5,1
2026-04-20,Meta Ads,150.27,11,6,3,0
2026-04-20,Referral,0.0,5,2,1,0
2026-04-20,Organic / SEO,0.0,5,4,3,0
2026-04-21,LinkedIn Ads,235.3,14,3,2,1
2026-04-21,Google Ads,267.54,14,6,2,0
2026-04-21,Meta Ads,135.74,5,3,1,0
2026-04-21,Referral,0.0,3,1,0,0
2026-04-21,Organic / SEO,0.0,5,4,2,0
2026-04-22,LinkedIn Ads,231.98,13,4,1,0
2026-04-22,Google Ads,199.13,18,8,4,2
2026-04-22,Meta Ads,163.64,10,1,0,0
2026-04-22,Referral,0.0,5,2,1,0
2026-04-22,Organic / SEO,0.0,5,1,1,0
2026-04-23,LinkedIn Ads,257.7,9,1,1,1
2026-04-23,Google Ads,231.0,18,7,6,2
2026-04-23,Meta Ads,178.89,7,3,1,1
2026-04-23,Referral,0.0,3,2,2,0
2026-04-23,Organic / SEO,0.0,8,3,1,0
2026-04-24,LinkedIn Ads,193.46,15,4,1,1
2026-04-24,Google Ads,157.64,9,5,1,0
2026-04-24,Meta Ads,168.0,12,1,0,0
2026-04-24,Referral,0.0,3,0,0,0
2026-04-24,Organic / SEO,0.0,8,2,1,1
2026-04-25,LinkedIn Ads,158.73,5,0,0,0
2026-04-25,Google Ads,145.49,10,3,2,0
2026-04-25,Meta Ads,66.98,2,0,0,0
2026-04-25,Referral,0.0,2,0,0,0
2026-04-25,Organic / SEO,0.0,1,1,0,0
2026-04-26,LinkedIn Ads,174.52,6,0,0,0
2026-04-26,Google Ads,155.11,5,3,2,1
2026-04-26,Meta Ads,116.83,6,4,1,0
2026-04-26,Referral,0.0,1,0,0,0
2026-04-26,Organic / SEO,0.0,2,1,0,0
2026-04-27,LinkedIn Ads,220.26,7,2,1,1
2026-04-27,Google Ads,212.38,9,4,2,1
2026-04-27,Meta Ads,198.11,6,2,1,0
2026-04-27,Referral,0.0,5,3,2,1
2026-04-27,Organic / SEO,0.0,6,4,0,0
2026-04-28,LinkedIn Ads,268.42,6,1,1,1
2026-04-28,Google Ads,232.87,20,4,3,1
2026-04-28,Meta Ads,155.22,12,4,3,2
2026-04-28,Referral,0.0,4,1,0,0
2026-04-28,Organic / SEO,0.0,2,1,0,0
2026-04-29,LinkedIn Ads,301.73,14,6,0,0
2026-04-29,Google Ads,188.64,16,7,5,2
2026-04-29,Meta Ads,141.73,7,2,1,0
2026-04-29,Referral,0.0,5,3,2,0
2026-04-29,Organic / SEO,0.0,6,2,2,2
2026-04-30,LinkedIn Ads,205.81,16,10,6,3
2026-04-30,Google Ads,236.56,18,10,4,3
2026-04-30,Meta Ads,143.45,8,4,2,1
2026-04-30,Referral,0.0,3,2,0,0
2026-04-30,Organic / SEO,0.0,6,2,0,0
2026-05-01,LinkedIn Ads,259.51,6,1,1,1
2026-05-01,Google Ads,202.25,17,3,2,1
2026-05-01,Meta Ads,164.91,13,5,2,0
2026-05-01,Referral,0.0,4,0,0,0
2026-05-01,Organic / SEO,0.0,8,2,1,0
2026-05-02,LinkedIn Ads,171.28,7,5,3,1
2026-05-02,Google Ads,107.6,5,1,0,0
2026-05-02,Meta Ads,109.09,5,3,1,0
2026-05-02,Referral,0.0,1,1,1,1
2026-05-02,Organic / SEO,0.0,4,1,0,0
2026-05-03,LinkedIn Ads,183.68,7,1,0,0
2026-05-03,Google Ads,164.38,7,2,1,1
2026-05-03,Meta Ads,104.99,6,2,0,0
2026-05-03,Referral,0.0,2,1,0,0
2026-05-03,Organic / SEO,0.0,1,0,0,0
2026-05-04,LinkedIn Ads,255.46,9,4,2,1
2026-05-04,Google Ads,258.93,10,3,2,1
2026-05-04,Meta Ads,175.81,5,2,1,0
2026-05-04,Referral,0.0,1,1,0,0
2026-05-04,Organic / SEO,0.0,2,0,0,0
2026-05-05,LinkedIn Ads,264.68,8,4,1,1
2026-05-05,Google Ads,217.89,20,8,5,2
2026-05-05,Meta Ads,141.67,11,2,2,2
2026-05-05,Referral,0.0,4,1,0,0
2026-05-05,Organic / SEO,0.0,7,2,1,0
2026-05-06,LinkedIn Ads,188.98,10,3,2,1
2026-05-06,Google Ads,243.89,16,6,3,0
2026-05-06,Meta Ads,123.85,9,4,1,0
2026-05-06,Referral,0.0,5,2,1,1
2026-05-06,Organic / SEO,0.0,3,1,0,0
2026-05-07,LinkedIn Ads,262.2,7,4,0,0
2026-05-07,Google Ads,175.82,17,7,1,1
2026-05-07,Meta Ads,92.92,5,0,0,0
2026-05-07,Referral,0.0,1,1,1,0
2026-05-07,Organic / SEO,0.0,4,0,0,0
2026-05-08,LinkedIn Ads,307.11,6,0,0,0
2026-05-08,Google Ads,159.91,17,5,3,1
2026-05-08,Meta Ads,184.3,9,4,0,0
2026-05-08,Referral,0.0,2,1,0,0
2026-05-08,Organic / SEO,0.0,8,4,2,2
2026-05-09,LinkedIn Ads,126.36,5,1,0,0
2026-05-09,Google Ads,156.1,7,3,2,1
2026-05-09,Meta Ads,83.53,4,1,0,0
2026-05-09,Referral,0.0,2,2,1,1
2026-05-09,Organic / SEO,0.0,2,1,0,0
2026-05-10,LinkedIn Ads,150.62,7,2,1,0
2026-05-10,Google Ads,136.63,8,1,0,0
2026-05-10,Meta Ads,93.62,6,2,1,0
2026-05-10,Referral,0.0,2,0,0,0
2026-05-10,Organic / SEO,0.0,4,4,2,0
2026-05-11,LinkedIn Ads,258.38,6,1,0,0
2026-05-11,Google Ads,276.4,8,4,0,0
2026-05-11,Meta Ads,147.22,13,2,1,0
2026-05-11,Referral,0.0,2,2,1,0
2026-05-11,Organic / SEO,0.0,2,1,0,0
2026-05-12,LinkedIn Ads,293.22,7,2,1,1
2026-05-12,Google Ads,184.72,16,4,2,2
2026-05-12,Meta Ads,111.27,14,5,0,0
2026-05-12,Referral,0.0,1,0,0,0
2026-05-12,Organic / SEO,0.0,4,2,2,0
2026-05-13,LinkedIn Ads,281.64,12,1,0,0
2026-05-13,Google Ads,158.68,20,10,5,2
2026-05-13,Meta Ads,114.01,6,2,1,0
2026-05-13,Referral,0.0,1,0,0,0
2026-05-13,Organic / SEO,0.0,4,2,1,0
2026-05-14,LinkedIn Ads,309.88,13,3,1,0
2026-05-14,Google Ads,245.49,15,3,0,0
2026-05-14,Meta Ads,167.31,13,2,2,1
2026-05-14,Referral,0.0,2,2,1,0
2026-05-14,Organic / SEO,0.0,4,2,1,1
2026-05-15,LinkedIn Ads,190.2,16,3,1,0
2026-05-15,Google Ads,253.79,17,5,1,0
2026-05-15,Meta Ads,100.08,7,2,0,0
2026-05-15,Referral,0.0,1,0,0,0
2026-05-15,Organic / SEO,0.0,7,0,0,0
2026-05-16,LinkedIn Ads,144.67,6,2,0,0
2026-05-16,Google Ads,131.51,9,5,2,1
2026-05-16,Meta Ads,62.24,4,1,1,1
2026-05-16,Referral,0.0,2,1,1,0
2026-05-16,Organic / SEO,0.0,3,1,0,0
2026-05-17,LinkedIn Ads,179.12,6,1,1,0
2026-05-17,Google Ads,110.33,9,2,1,0
2026-05-17,Meta Ads,111.31,4,1,0,0
2026-05-17,Referral,0.0,0,0,0,0
2026-05-17,Organic / SEO,0.0,2,2,0,0
2026-05-18,LinkedIn Ads,313.88,14,6,3,2
2026-05-18,Google Ads,197.35,14,6,2,0
2026-05-18,Meta Ads,102.0,6,2,0,0
2026-05-18,Referral,0.0,2,1,1,1
2026-05-18,Organic / SEO,0.0,6,4,2,0
2026-05-19,LinkedIn Ads,290.92,13,3,0,0
2026-05-19,Google Ads,187.44,16,5,1,0
2026-05-19,Meta Ads,185.53,6,2,0,0
2026-05-19,Referral,0.0,3,1,0,0
2026-05-19,Organic / SEO,0.0,5,2,0,0
2026-05-20,LinkedIn Ads,280.71,10,4,1,0
2026-05-20,Google Ads,245.82,11,2,1,1
2026-05-20,Meta Ads,150.8,10,4,1,0
2026-05-20,Referral,0.0,1,1,0,0
2026-05-20,Organic / SEO,0.0,8,4,1,0
2026-05-21,LinkedIn Ads,210.11,13,2,0,0
2026-05-21,Google Ads,245.26,20,8,5,1
2026-05-21,Meta Ads,156.4,14,7,2,1
2026-05-21,Referral,0.0,1,0,0,0
2026-05-21,Organic / SEO,0.0,2,1,0,0
2026-05-22,LinkedIn Ads,311.56,13,3,0,0
2026-05-22,Google Ads,249.91,11,4,0,0
2026-05-22,Meta Ads,100.29,7,2,2,0
2026-05-22,Referral,0.0,2,0,0,0
2026-05-22,Organic / SEO,0.0,2,1,1,0
2026-05-23,LinkedIn Ads,120.2,3,1,1,0
2026-05-23,Google Ads,162.07,7,3,2,1
2026-05-23,Meta Ads,56.11,3,0,0,0
2026-05-23,Referral,0.0,1,1,0,0
2026-05-23,Organic / SEO,0.0,1,1,1,0
2026-05-24,LinkedIn Ads,125.51,3,0,0,0
2026-05-24,Google Ads,153.28,10,4,2,0
2026-05-24,Meta Ads,55.13,7,1,0,0
2026-05-24,Referral,0.0,1,0,0,0
2026-05-24,Organic / SEO,0.0,2,1,0,0
2026-05-25,LinkedIn Ads,182.39,7,3,2,1
2026-05-25,Google Ads,159.74,19,8,3,1
2026-05-25,Meta Ads,121.4,8,2,0,0
2026-05-25,Referral,0.0,3,1,1,0
2026-05-25,Organic / SEO,0.0,3,2,0,0
2026-05-26,LinkedIn Ads,180.38,6,2,0,0
2026-05-26,Google Ads,222.0,9,4,2,1
2026-05-26,Meta Ads,96.69,6,4,3,1
2026-05-26,Referral,0.0,2,2,1,0
2026-05-26,Organic / SEO,0.0,7,7,3,1
2026-05-27,LinkedIn Ads,235.11,8,2,1,0
2026-05-27,Google Ads,192.94,17,6,2,2
2026-05-27,Meta Ads,156.97,5,1,1,0
2026-05-27,Referral,0.0,2,1,0,0
2026-05-27,Organic / SEO,0.0,8,3,0,0
2026-05-28,LinkedIn Ads,214.75,8,2,1,0
2026-05-28,Google Ads,158.71,12,5,2,1
2026-05-28,Meta Ads,193.02,6,1,0,0
2026-05-28,Referral,0.0,2,1,0,0
2026-05-28,Organic / SEO,0.0,8,0,0,0
2026-05-29,LinkedIn Ads,309.93,10,2,0,0
2026-05-29,Google Ads,151.5,10,5,2,0
2026-05-29,Meta Ads,179.89,9,1,0,0
2026-05-29,Referral,0.0,1,1,0,0
2026-05-29,Organic / SEO,0.0,2,1,0,0
2026-05-30,LinkedIn Ads,143.57,5,1,0,0
2026-05-30,Google Ads,153.06,8,1,0,0
2026-05-30,Meta Ads,65.99,2,0,0,0
2026-05-30,Referral,0.0,1,0,0,0
2026-05-30,Organic / SEO,0.0,3,2,1,0
2026-05-31,LinkedIn Ads,113.44,3,1,1,0
2026-05-31,Google Ads,135.24,5,1,0,0
2026-05-31,Meta Ads,106.1,4,2,1,0
2026-05-31,Referral,0.0,1,0,0,0
2026-05-31,Organic / SEO,0.0,2,1,1,0
2026-06-01,LinkedIn Ads,192.49,7,1,0,0
2026-06-01,Google Ads,255.93,11,5,3,2
2026-06-01,Meta Ads,103.7,6,1,1,0
2026-06-01,Referral,0.0,4,1,0,0
2026-06-01,Organic / SEO,0.0,6,0,0,0
2026-06-02,LinkedIn Ads,244.64,14,7,1,0
2026-06-02,Google Ads,223.74,19,6,2,1
2026-06-02,Meta Ads,124.58,11,4,2,1
2026-06-02,Referral,0.0,3,0,0,0
2026-06-02,Organic / SEO,0.0,5,4,1,0
2026-06-03,LinkedIn Ads,255.25,6,3,2,0
2026-06-03,Google Ads,253.86,14,5,3,0
2026-06-03,Meta Ads,142.13,11,7,2,1
2026-06-03,Referral,0.0,4,1,1,0
2026-06-03,Organic / SEO,0.0,5,2,0,0
2026-06-04,LinkedIn Ads,299.38,16,5,2,1
2026-06-04,Google Ads,222.47,20,10,1,0
2026-06-04,Meta Ads,112.69,9,3,2,0
2026-06-04,Referral,0.0,4,1,1,0
2026-06-04,Organic / SEO,0.0,3,1,1,0
2026-06-05,LinkedIn Ads,226.34,9,1,0,0
2026-06-05,Google Ads,187.26,9,3,2,1
2026-06-05,Meta Ads,113.92,13,4,1,0
2026-06-05,Referral,0.0,5,3,1,1
2026-06-05,Organic / SEO,0.0,2,0,0,0
2026-06-06,LinkedIn Ads,190.87,7,2,1,1
2026-06-06,Google Ads,134.3,4,2,1,1
2026-06-06,Meta Ads,112.18,4,1,0,0
2026-06-06,Referral,0.0,1,1,1,1
2026-06-06,Organic / SEO,0.0,1,0,0,0
2026-06-07,LinkedIn Ads,109.37,7,1,0,0
2026-06-07,Google Ads,152.56,7,3,1,1
2026-06-07,Meta Ads,75.08,4,2,0,0
2026-06-07,Referral,0.0,2,1,1,0
2026-06-07,Organic / SEO,0.0,4,2,0,0
2026-06-08,LinkedIn Ads,285.22,8,3,1,0
2026-06-08,Google Ads,200.69,12,7,1,0
2026-06-08,Meta Ads,91.65,13,3,0,0
2026-06-08,Referral,0.0,5,1,1,0
2026-06-08,Organic / SEO,0.0,5,1,1,0
2026-06-09,LinkedIn Ads,198.58,11,2,0,0
2026-06-09,Google Ads,272.3,20,5,3,0
2026-06-09,Meta Ads,186.98,9,2,0,0
2026-06-09,Referral,0.0,5,2,1,1
2026-06-09,Organic / SEO,0.0,7,3,2,0
2026-06-10,LinkedIn Ads,280.96,10,5,2,0
2026-06-10,Google Ads,157.66,13,5,2,0
2026-06-10,Meta Ads,180.29,7,5,2,0
2026-06-10,Referral,0.0,3,1,0,0
2026-06-10,Organic / SEO,0.0,6,3,1,0
2026-06-11,LinkedIn Ads,291.02,14,5,2,0
2026-06-11,Google Ads,183.28,20,6,2,2
2026-06-11,Meta Ads,126.74,12,3,1,0
2026-06-11,Referral,0.0,3,0,0,0
2026-06-11,Organic / SEO,0.0,2,0,0,0
2026-06-12,LinkedIn Ads,244.78,14,7,4,2
2026-06-12,Google Ads,253.21,17,3,1,1
2026-06-12,Meta Ads,181.82,6,0,0,0
2026-06-12,Referral,0.0,5,0,0,0
2026-06-12,Organic / SEO,0.0,5,3,2,2
2026-06-13,LinkedIn Ads,110.64,4,0,0,0
2026-06-13,Google Ads,95.02,8,4,1,0
2026-06-13,Meta Ads,76.47,2,1,1,0
2026-06-13,Referral,0.0,2,2,0,0
2026-06-13,Organic / SEO,0.0,3,1,0,0
2026-06-14,LinkedIn Ads,111.7,4,1,0,0
2026-06-14,Google Ads,106.99,5,1,1,1
2026-06-14,Meta Ads,86.39,5,2,2,0
2026-06-14,Referral,0.0,1,0,0,0
2026-06-14,Organic / SEO,0.0,1,0,0,0
2026-06-15,LinkedIn Ads,215.67,15,7,3,2
2026-06-15,Google Ads,201.04,11,1,0,0
2026-06-15,Meta Ads,125.56,14,5,2,1
2026-06-15,Referral,0.0,4,2,1,1
2026-06-15,Organic / SEO,0.0,3,1,1,0
2026-06-16,LinkedIn Ads,307.45,7,0,0,0
2026-06-16,Google Ads,215.41,11,1,0,0
2026-06-16,Meta Ads,167.97,10,2,1,0
2026-06-16,Referral,0.0,3,0,0,0
2026-06-16,Organic / SEO,0.0,7,2,1,0
2026-06-17,LinkedIn Ads,201.77,10,3,0,0
2026-06-17,Google Ads,241.14,18,10,7,2
2026-06-17,Meta Ads,149.1,7,1,0,0
2026-06-17,Referral,0.0,3,1,1,0
2026-06-17,Organic / SEO,0.0,2,1,1,0
2026-06-18,LinkedIn Ads,255.77,10,4,1,0
2026-06-18,Google Ads,209.87,20,8,5,2
2026-06-18,Meta Ads,176.44,7,2,0,0
2026-06-18,Referral,0.0,1,0,0,0
2026-06-18,Organic / SEO,0.0,6,2,1,1
2026-06-19,LinkedIn Ads,264.11,16,4,2,0
2026-06-19,Google Ads,236.9,15,2,0,0
2026-06-19,Meta Ads,159.93,8,1,0,0
2026-06-19,Referral,0.0,1,1,0,0
2026-06-19,Organic / SEO,0.0,3,2,0,0
2026-06-20,LinkedIn Ads,185.72,7,3,1,0
2026-06-20,Google Ads,104.17,5,3,2,1
2026-06-20,Meta Ads,57.47,4,1,0,0
2026-06-20,Referral,0.0,1,0,0,0
2026-06-20,Organic / SEO,0.0,1,0,0,0
2026-06-21,LinkedIn Ads,112.69,7,2,0,0
2026-06-21,Google Ads,128.66,8,3,3,1
2026-06-21,Meta Ads,82.57,6,2,0,0
2026-06-21,Referral,0.0,0,0,0,0
2026-06-21,Organic / SEO,0.0,2,0,0,0
2026-06-22,LinkedIn Ads,294.85,9,4,1,0
2026-06-22,Google Ads,169.83,15,8,4,1
2026-06-22,Meta Ads,199.28,5,3,1,0
2026-06-22,Referral,0.0,4,1,1,0
2026-06-22,Organic / SEO,0.0,3,2,0,0
2026-06-23,LinkedIn Ads,211.76,15,4,2,2
2026-06-23,Google Ads,228.93,20,4,0,0
2026-06-23,Meta Ads,148.75,9,4,1,0
2026-06-23,Referral,0.0,3,2,0,0
2026-06-23,Organic / SEO,0.0,8,3,1,0
2026-06-24,LinkedIn Ads,306.03,9,3,1,1
2026-06-24,Google Ads,236.97,11,4,1,0
2026-06-24,Meta Ads,130.19,6,4,3,2
2026-06-24,Referral,0.0,3,2,0,0
2026-06-24,Organic / SEO,0.0,3,0,0,0
2026-06-25,LinkedIn Ads,292.68,6,4,2,1
2026-06-25,Google Ads,189.97,11,1,1,0
2026-06-25,Meta Ads,143.23,6,1,0,0
2026-06-25,Referral,0.0,5,1,0,0
2026-06-25,Organic / SEO,0.0,7,3,2,0
2026-06-26,LinkedIn Ads,269.17,8,4,2,2
2026-06-26,Google Ads,156.49,10,1,0,0
2026-06-26,Meta Ads,99.79,8,2,0,0
2026-06-26,Referral,0.0,4,0,0,0
2026-06-26,Organic / SEO,0.0,2,0,0,0
2026-06-27,LinkedIn Ads,138.08,7,3,3,2
2026-06-27,Google Ads,167.02,6,0,0,0
2026-06-27,Meta Ads,79.97,4,1,1,0
2026-06-27,Referral,0.0,1,1,1,1
2026-06-27,Organic / SEO,0.0,3,1,1,0
2026-06-28,LinkedIn Ads,178.04,5,2,1,0
2026-06-28,Google Ads,141.28,8,4,0,0
2026-06-28,Meta Ads,92.45,4,2,0,0
2026-06-28,Referral,0.0,1,1,0,0
2026-06-28,Organic / SEO,0.0,2,1,1,1
2026-06-29,LinkedIn Ads,279.37,12,6,2,2
2026-06-29,Google Ads,245.4,15,3,1,1
2026-06-29,Meta Ads,166.53,11,5,3,1
2026-06-29,Referral,0.0,4,1,0,0
2026-06-29,Organic / SEO,0.0,6,1,0,0
2026-06-30,LinkedIn Ads,259.67,10,2,2,1
2026-06-30,Google Ads,170.17,16,5,4,2
2026-06-30,Meta Ads,114.14,9,1,0,0
2026-06-30,Referral,0.0,5,2,2,1
2026-06-30,Organic / SEO,0.0,3,1,0,0
