vacancy_id,client_name,role_title,department,recruiter_id,opened_date,filled_date,status,source_channel,monthly_fee_usd,candidate_country
V0890,Brightline Health,Marketing Specialist,Marketing & Sales,R12,2026-04-03,,Open,LinkedIn,,
V0481,Grandview Hospitality,Accountant,Finance & Ops,R11,2026-04-17,,Open,LinkedIn,,
V0670,Everline Solar,Project Manager,Finance & Ops,R05,2026-06-14,,Cancelled,LinkedIn,,
V0509,lakeside insurance,Bookkeeper,Finance & Ops,R11,2026-03-06,2026-03-28,Filled,Internal Database,1410,Philippines
V0790,Redwood Media,Project Manager,Finance & Ops,R06,2026-05-12,,Cancelled,Referral,,
V0429,Pinnacle Auto Group,Bookkeeper,Finance & Ops,R04,2025-12-11,,Cancelled,Referral,,
V0661,Nova Legal Group,Bookkeeper,Finance & Ops,R04,2026-01-17,,Cancelled,LinkedIn,,
V0610,Falcon Freight,Social Media Manager,Marketing & Sales,R12,2026-03-16,2026-04-09,Filled,LinkedIn,1800,Peru
V0689,Pinnacle Auto Group,Project Manager,Finance & Ops,R05,2026-01-09,,Cancelled,Job Board,,
V0504,Solstice Wellness,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-25,2026-06-18,Filled,Referral,1240,Mexico
V0151,TrueNorth SaaS,Accountant,Finance & Ops,R11,2026-05-03,2026-06-25,Filled,Referral,$1900 USD,Philippines
V0734,Vertex Home Services,Marketing Specialist,Marketing & Sales,R07,2025-11-02,2025-12-12,Filled,Referral,1920,Colombia
V0122,Falcon Freight,IT Support Specialist,Tech,R03,2026-01-06,,Cancelled,LinkedIn,,
V0549,Lakeside Insurance,Executive Assistant,Finance & Ops,R05,2026-01-02,2026-02-13,Filled,LinkedIn,1320,Philippines
V0700,Beacon Marketing,Executive Assistant,Finance & Ops,R04,2026-05-27,,Cancelled,Job Board,,
V0685,Cascade Realty,Bookkeeper,Finance & Ops,R05,2026-01-29,,Cancelled,Referral,,
V0182,ClearPath Accounting,Bookkeeper,Finance & Ops,R11,2026-01-29,,Open,Internal Database,,
V0602,Quantum IT Services,SDR / Appointment Setter,Marketing & Sales,R07,2026-05-01,,Cancelled,Job Board,,
V0848,Falcon Freight,IT Support Specialist,Tech,R02,2026-03-02,,Open,LinkedIn,,
V0352,Summit Logistics,Customer Support Rep,Marketing & Sales,R09,2025-11-03,,Cancelled,LinkedIn,,
V0793,Riverbend Clinics,Customer Support Rep,Marketing & Sales,R08,2025-11-09,,Cancelled,Job Board,,
V0424,Peak Staffing Co,Customer Support Rep,Marketing & Sales,R12,2025-10-05,,Open,LinkedIn,,
V0222,Grandview Hospitality,Data Analyst,Tech,R03,2025-10-26,2026-01-06,Filled,LinkedIn,2520,Argentina
V0445,Quantum IT Services,Accountant,Finance & Ops,R11,2026-05-16,2026-06-16,Filled,Job Board,1800,Mexico
V0870,Beacon Marketing,Project Manager,Finance & Ops,R11,10/21/2025,2026-01-03,Filled,LinkedIn,2640,Venezuela
V0280,Brightline Health,Data Analyst,Tech,R02,2026-04-30,,Open,LinkedIn,,
V0638,Pinnacle Auto Group,QA Engineer,Tech,R02,2026-01-07,2026-01-20,Filled,LinkedIn,2410,Argentina
V0493,Maple & Main Retail,Full-Stack Developer,Tech,R01,2025-12-25,,Cancelled,Referral,,
V0492,Copperfield Law,SDR / Appointment Setter,Marketing & Sales,R12,05/17/2026,2026-06-22,Filled,LinkedIn,1740,Argentina
V0111,Beacon Marketing,Project Manager,Finance & Ops,R11,2025-11-21,2025-12-22,Filled,Job Board,2130,Colombia
V0764,Quantum IT Services,Bookkeeper,Finance & Ops,R11,2026-05-20,,Cancelled,Referral,,
V0751,TrueNorth SaaS,IT Support Specialist,Tech,R02,2026-03-01,,Open,Internal Database,,
V0827,Copperfield Law,Full-Stack Developer,Tech,R01,2026-06-08,,Cancelled,Job Board,,
V0784,TrueNorth SaaS,QA Engineer,Tech,R02,2025-11-14,2026-01-07,Filled,Job Board,2180,Colombia
V0256,Sterling Property Mgmt,Data Analyst,Tech,R02,2026-05-21,2026-06-09,Filled,Job Board,2220,Peru
V0444,Summit Logistics,SDR / Appointment Setter,Marketing & Sales,R07,2025-10-25,,Cancelled,Job Board,,
V0407,truenorth saas,Project Manager,Finance & Ops,R04,2026-03-03,2026-03-19,Filled,Internal Database,2770,Peru
V0139,Beacon Marketing,Customer Support Rep,Marketing & Sales,R09,2026-06-24,,Cancelled,Job Board,,
V0846,Maple & Main Retail,Data Analyst,Tech,R03,2026-01-31,2026-03-30,Filled,LinkedIn,2120,Philippines
V0845,Solstice Wellness,Social Media Manager,Marketing & Sales,R09,2026-04-07,2026-04-23,Filled,Job Board,1880,Philippines
V0847,NOVA LEGAL GROUP,IT Support Specialist,Tech,R10,2026-05-15,2026-06-28,Filled,Internal Database,1980,Argentina
V0295,Cascade Realty,Full-Stack Developer,Tech,R01,2025-11-16,,Open,LinkedIn,,
V0197,Solstice Wellness,Project Manager,Finance & Ops,R05,2026-05-07,,Cancelled,Internal Database,,
V0212,Falcon Freight,Executive Assistant,Finance & Ops,R06,2026-01-09,2026-02-01,Filled,LinkedIn,1380,Peru
V0011,Nova Legal Group,Marketing Specialist,Marketing & Sales,R09,2026-04-23,,Cancelled,Job Board,,
V0104,Copperfield Law,Full-Stack Developer,Tech,R01,05/25/2026,,Cancelled,Job Board,,
V0587,Peak Staffing Co,Accountant,Finance & Ops,R04,2026-03-16,2026-04-12,Filled,LinkedIn,1820,Venezuela
V0189,Redwood Media,Accountant,Finance & Ops,R06,2026-04-10,,Cancelled,LinkedIn,,
V0314,Solstice Wellness,IT Support Specialist,Tech,R02,2026-04-26,2026-06-27,Filled,Job Board,1790,Colombia
V0164,Sterling Property Mgmt,Project Manager,Finance & Ops,R06,2026-03-05,2026-03-26,Filled,Referral,2320,Argentina
V0292,Sterling Property Mgmt,Full-Stack Developer,Tech,R10,2026-03-24,,Open,Referral,,
V0285,Nova Legal Group,Social Media Manager,Marketing & Sales,R09,2026-01-24,,Cancelled,Referral,,
V0780,Atlas E-commerce,Executive Assistant,Finance & Ops,R04,2026-01-09,2026-02-01,Filled,LinkedIn,1710,Peru
V0090,Harbor Dental Partners,Marketing Specialist,Marketing & Sales,R08,2025-11-20,,Cancelled,LinkedIn,,
V0703,Summit Logistics,Marketing Specialist,Marketing & Sales,R09,2026-03-05,2026-04-07,Filled,Job Board,1830,Peru
V0641,Peak Staffing Co,Marketing Specialist,Marketing & Sales,R07,2026-06-26,,Cancelled,Referral,,
V0099,Sterling Property Mgmt,Social Media Manager,Marketing & Sales,R09,2026-06-11,,Cancelled,LinkedIn,,
V0281,Beacon Marketing,Project Manager,Finance & Ops,R04,2026-04-10,2026-06-22,Filled,LinkedIn,2600,Brazil
V0072,ironwood construction,Marketing Specialist,Marketing & Sales,R08,2025-11-28,,Open,Referral,,
V0219,ClearPath Accounting,Executive Assistant,Finance & Ops,R11,2026-04-15,2026-05-17,Filled,Internal Database,1720,Philippines
V0331,Copperfield Law,QA Engineer,Tech,R10,2026-02-15,2026-03-10,Filled,Job Board,1860,Venezuela
V0171,Falcon Freight,Marketing Specialist,Marketing & Sales,R09,2025-12-16,2026-02-10,Filled,Job Board,1960,Argentina
V0232,Vertex Home Services,Full-Stack Developer,Tech,R01,2026-01-06,2026-03-11,Filled,Referral,2860,Brazil
V0630,Ironwood Construction,Accountant,Finance & Ops,R05,2026-06-24,,Cancelled,Internal Database,,
V0325,Ironwood Construction,Data Analyst,Tech,R02,2026-05-14,,Open,Internal Database,,
V0682,Grandview Hospitality,Marketing Specialist,Marketing & Sales,R07,2025-12-05,2025-12-30,Filled,Job Board,2000,Argentina
V0613,Copperfield Law,Accountant,Finance & Ops,R06,2025-10-28,2025-11-28,Filled,Job Board,1860,Argentina
V0107,BlueOak Financial,  Data Analyst ,Tech,R03,2026-02-22,,Open,Referral,,
V0841,Nova Legal Group,IT Support Specialist,Tech,R01,2025-11-27,2026-01-10,Filled,LinkedIn,1900,Venezuela
V0883,Peak Staffing Co,Project Manager,Finance & Ops,R05,2026-03-03,,Open,Referral,,
V0553,Cascade Realty,SDR / Appointment Setter,Marketing & Sales,R09,2025-10-17,2025-11-20,Filled,Job Board,1610,Venezuela
V0371,quantum it services,Social Media Manager,Marketing & Sales,R08,2025-10-21,,Open,LinkedIn,,
V0879,Vertex Home Services,Accountant,Finance & Ops,R05,2026-03-08,2026-05-06,Filled,Referral,1680,Peru
V0511,Grandview Hospitality,Customer Support Rep,Marketing & Sales,R12,2025-10-16,,Cancelled,LinkedIn,,
V0248,Brightline Health,Full-Stack Developer,Tech,R01,2026-04-24,2026-06-16,Filled,LinkedIn,2550,Mexico
V0497,Redwood Media,  Full-Stack Developer ,Tech,R01,2025-10-04,,Cancelled,Internal Database,,
V0862,Grandview Hospitality,Social Media Manager,Marketing & Sales,R12,2026-04-15,,Cancelled,LinkedIn,,
V0385,Grandview Hospitality,Bookkeeper,Finance & Ops,R05,2025-12-12,,Open,LinkedIn,,
V0788,Harbor Dental Partners,Customer Support Rep,Marketing & Sales,R07,2026-05-30,,Cancelled,Referral,,
V0750,Harbor Dental Partners,Social Media Manager,Marketing & Sales,R09,2025-10-31,2026-01-09,Filled,Job Board,1810,Venezuela
V0662,TrueNorth SaaS,SDR / Appointment Setter,Marketing & Sales,R07,2026-03-15,2026-05-16,Filled,Job Board,1400,Brazil
V0776,Falcon Freight,Bookkeeper,Finance & Ops,R04,2025-12-19,,Open,Job Board,,
V0176,Maple & Main Retail,QA Engineer,Tech,R02,2026-01-01,,Cancelled,Job Board,,
V0213,TrueNorth SaaS,Marketing Specialist,Marketing & Sales,R08,12/18/2025,,Cancelled,LinkedIn,,
V0242,Falcon Freight,Executive Assistant,Finance & Ops,R06,2026-03-14,,Cancelled,Referral,,
V0578,QUANTUM IT SERVICES,Full-Stack Developer,Tech,R02,2026-01-02,2026-03-12,Filled,Job Board,3100,Argentina
V0676,Sterling Property Mgmt,Executive Assistant,Finance & Ops,R05,2026-02-03,2026-03-30,Filled,LinkedIn,1570,Peru
V0336,BlueOak Financial,QA Engineer,Tech,R10,2026-05-14,2026-06-20,Filled,Internal Database,2570,Brazil
V0474,Quantum IT Services,Executive Assistant,Finance & Ops,R05,2026-05-20,,Cancelled,Referral,,
V0636,Nova Legal Group,Marketing Specialist,Marketing & Sales,R08,2026-02-14,2026-03-01,Filled,Job Board,1660,Argentina
V0466,Quantum IT Services,IT Support Specialist,Tech,R03,2026-05-21,,Cancelled,Job Board,,
V0071,Everline Solar,QA Engineer,Tech,R01,2026-05-31,,Cancelled,LinkedIn,,
V0315,Everline Solar,IT Support Specialist,Tech,R10,2026-05-19,2026-06-26,Filled,Job Board,1820,Argentina
V0618,Vertex Home Services,Accountant,Finance & Ops,R04,2026-03-15,2026-05-12,Filled,LinkedIn,1930,Argentina
V0746,Peak Staffing Co,Social Media Manager,Marketing & Sales,R09,2026-05-16,,Cancelled,Job Board,,
V0510,Brightline Health,QA Engineer,Tech,R03,2026-01-09,,Cancelled,Job Board,,
V0042,Riverbend Clinics,Customer Support Rep,Marketing & Sales,R09,2025-11-22,,Open,Job Board,,
V0881,Maple & Main Retail,Accountant,Finance & Ops,R04,2026-05-07,,Cancelled,LinkedIn,,
V0426,Grandview Hospitality,Executive Assistant,Finance & Ops,R11,2026-06-24,,Cancelled,Job Board,,
V0742,Lakeside Insurance,SDR / Appointment Setter,Marketing & Sales,R08,2026-06-17,,Cancelled,LinkedIn,,
V0820,Everline Solar,Customer Support Rep,Marketing & Sales,R08,2026-03-05,2026-05-05,Filled,LinkedIn,1170,Venezuela
V0401,Cascade Realty,QA Engineer,Tech,R03,2025-10-28,2026-01-09,Filled,LinkedIn,1870,Mexico
V0586,Cascade Realty,Executive Assistant,Finance & Ops,R06,2026-01-10,,Open,LinkedIn,,
V0885,Solstice Wellness,Customer Support Rep,Marketing & Sales,R09,2026-02-07,2026-02-21,Filled,Job Board,$1140 USD,Colombia
V0192,Ironwood Construction,Project Manager,Finance & Ops,R06,2025-10-19,2025-11-05,Filled,Referral,2710,Argentina
V0098,Harbor Dental Partners,Project Manager,Finance & Ops,R11,2025-11-16,2025-12-11,Filled,LinkedIn,2300,Philippines
V0552,Pinnacle Auto Group,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-21,2026-03-11,Filled,Referral,1550,Peru
V0584,Atlas E-commerce,IT Support Specialist,Tech,R02,2025-10-18,2025-11-25,Filled,Job Board,1860,Venezuela
V0559,Atlas E-commerce,Customer Support Rep,Marketing & Sales,R09,2026-06-22,,Open,LinkedIn,,
V0516,Falcon Freight,Customer Support Rep,Marketing & Sales,R09,2026-01-14,2026-01-31,Filled,LinkedIn,1560,Colombia
V0128,Peak Staffing Co,Bookkeeper,Finance & Ops,R05,2025-11-25,2026-01-17,Filled,Job Board,1670,Peru
V0077,Lakeside Insurance,Social Media Manager,Marketing & Sales,R09,2026-02-15,,Open,Internal Database,,
V0326,Cascade Realty,Data Analyst,Tech,R03,2026-05-19,,Cancelled,Job Board,,
V0694,Brightline Health,Bookkeeper,Finance & Ops,R05,2026-05-02,2026-05-30,Filled,LinkedIn,1820,Mexico
V0339,Maple & Main Retail,Social Media Manager,Marketing & Sales,R07,2025-11-18,2025-12-28,Filled,Referral,1350,Peru
V0027,Pinnacle Auto Group,Customer Support Rep,Marketing & Sales,R07,10/08/2025,,Open,Referral,,
V0053,Solstice Wellness,Marketing Specialist,Marketing & Sales,R12,2026-03-14,2026-05-25,Filled,LinkedIn,1970,Philippines
V0532,Grandview Hospitality,Accountant,Finance & Ops,R04,2026-04-04,2026-05-18,Filled,Referral,2120,Argentina
V0025,Vertex Home Services,Data Analyst,Tech,R01,2025-11-20,2025-12-15,Filled,LinkedIn,2140,Mexico
V0708,Vertex Home Services,  Accountant ,Finance & Ops,R05,2026-04-15,,Cancelled,Referral,,
V0220,Beacon Marketing,Social Media Manager,Marketing & Sales,R08,2026-03-10,,Cancelled,Internal Database,,
V0539,Harbor Dental Partners,Data Analyst,Tech,R03,2026-01-12,2026-02-22,Filled,Job Board,2450,Peru
V0418,Everline Solar,Bookkeeper,Finance & Ops,R05,2025-10-29,2025-12-31,Filled,Internal Database,1730,Mexico
V0302,Solstice Wellness,Social Media Manager,Marketing & Sales,R12,2026-01-11,2026-03-04,Filled,Job Board,1880,Argentina
V0812,Harbor Dental Partners,Customer Support Rep,Marketing & Sales,R07,2025-11-13,2025-12-08,Filled,LinkedIn,1300,Brazil
V0392,TrueNorth SaaS,Social Media Manager,Marketing & Sales,R07,2026-04-19,2026-05-29,Filled,LinkedIn,1490,Brazil
V0489,Everline Solar,Bookkeeper,Finance & Ops,R06,2026-04-03,2026-06-14,Filled,Internal Database,1750,Peru
V0191,Quantum IT Services,Customer Support Rep,Marketing & Sales,R12,2026-05-26,,Cancelled,Job Board,,
V0775,BlueOak Financial,SDR / Appointment Setter,Marketing & Sales,R09,2025-12-23,2026-03-08,Filled,Internal Database,1210,Philippines
V0420,Cascade Realty,Bookkeeper,Finance & Ops,R06,2026-01-10,2026-03-13,Filled,Job Board,1580,Brazil
V0446,Riverbend Clinics,Data Analyst,Tech,R10,2026-03-04,,Cancelled,Job Board,,
V0800,Everline Solar,IT Support Specialist,Tech,R02,2026-03-07,2026-05-12,Filled,Job Board,1990,Brazil
V0756,Peak Staffing Co,Full-Stack Developer,Tech,R10,2025-10-07,,Open,Job Board,,
V0377,Sterling Property Mgmt,Customer Support Rep,Marketing & Sales,R08,2026-05-07,2026-06-23,Filled,Internal Database,1550,Argentina
V0592,Nova Legal Group,SDR / Appointment Setter,Marketing & Sales,R09,2026-03-28,,Cancelled,Referral,,
V0174,BlueOak Financial,QA Engineer,Tech,R03,2026-01-18,,Open,LinkedIn,,
V0702,Harbor Dental Partners,Project Manager,Finance & Ops,R11,2026-03-19,2026-05-07,Filled,LinkedIn,2880,Argentina
V0001,Riverbend Clinics,SDR / Appointment Setter,Marketing & Sales,R12,11/14/2025,2025-12-25,Filled,LinkedIn,1260,Peru
V0455,Cascade Realty,Executive Assistant,Finance & Ops,R11,2026-04-16,,Open,LinkedIn,,
V0062,summit logistics,Social Media Manager,Marketing & Sales,R08,2025-12-18,2026-02-27,Filled,LinkedIn,1540,Venezuela
V0571,riverbend clinics,SDR / Appointment Setter,Marketing & Sales,R12,2026-02-17,2026-03-23,Filled,Referral,1770,Peru
V0193,REDWOOD MEDIA,SDR / Appointment Setter,Marketing & Sales,R09,2026-05-31,,Cancelled,Internal Database,,
V0520,Maple & Main Retail,Bookkeeper,Finance & Ops,R05,2025-11-30,2025-12-26,Filled,Referral,1500,Venezuela
V0214,Falcon Freight,  Data Analyst ,Tech,R01,2025-11-11,,Open,LinkedIn,,
V0704,Lakeside Insurance,Executive Assistant,Finance & Ops,R06,2025-10-14,2025-11-04,Filled,LinkedIn,1280,Philippines
V0566,Peak Staffing Co,SDR / Appointment Setter,Marketing & Sales,R12,2026-05-19,2026-06-16,Filled,Job Board,1710,Brazil
V0837,Falcon Freight,Data Analyst,Tech,R03,2026-02-03,2026-04-11,Filled,Internal Database,2290,Venezuela
V0731,Solstice Wellness,Customer Support Rep,Marketing & Sales,R12,2026-06-25,,Open,Referral,,
V0663,Summit Logistics,Data Analyst,Tech,R02,2025-12-29,2026-03-12,Filled,Job Board,2140,Venezuela
V0332,Everline Solar,Social Media Manager,Marketing & Sales,R12,2026-04-07,,Open,Job Board,,
V0604,Solstice Wellness,  Bookkeeper ,Finance & Ops,R06,2026-03-11,,Open,LinkedIn,,
V0501,Grandview Hospitality,SDR / Appointment Setter,Marketing & Sales,R07,2025-12-12,2026-02-12,Filled,Internal Database,1540,Peru
V0082,Quantum IT Services,Executive Assistant,Finance & Ops,R11,2026-04-07,2026-05-31,Filled,Referral,1410,Argentina
V0013,Maple & Main Retail,Project Manager,Finance & Ops,R06,2026-06-28,,Open,Job Board,,
V0878,Cascade Realty,IT Support Specialist,Tech,R10,2025-12-23,,Open,LinkedIn,,
V0803,Nova Legal Group,Full-Stack Developer,Tech,R02,2025-12-03,2026-01-28,Filled,LinkedIn,2620,Colombia
V0548,Vertex Home Services,  Customer Support Rep ,Marketing & Sales,R07,2026-03-25,2026-05-16,Filled,Internal Database,1190,Argentina
V0476,TrueNorth SaaS,Customer Support Rep,Marketing & Sales,R09,2025-12-31,,Cancelled,Referral,,
V0187,Pinnacle Auto Group,  Social Media Manager ,Marketing & Sales,R09,2025-12-13,2026-01-24,Filled,LinkedIn,1670,Peru
V0361,Ironwood Construction,Executive Assistant,Finance & Ops,R06,2026-03-09,2026-05-07,Filled,Referral,1470,Mexico
V0058,Everline Solar,Full-Stack Developer,Tech,R02,2026-05-22,,Open,Internal Database,,
V0591,vertex home services,Executive Assistant,Finance & Ops,R11,2025-10-21,,Cancelled,Referral,,
V0261,Grandview Hospitality,IT Support Specialist,Tech,R01,2025-10-02,,Open,LinkedIn,,
V0461,ClearPath Accounting,SDR / Appointment Setter,Marketing & Sales,R12,2026-05-29,,Open,LinkedIn,,
V0309,Redwood Media,Accountant,Finance & Ops,R04,2025-11-24,2026-01-03,Filled,Referral,1780,Venezuela
V0068,Everline Solar,Accountant,Finance & Ops,R05,2026-03-17,2026-05-16,Filled,Internal Database,1870,Argentina
V0185,CASCADE REALTY,Social Media Manager,Marketing & Sales,R12,2026-06-28,,Cancelled,LinkedIn,,
V0798,Riverbend Clinics,Project Manager,Finance & Ops,R06,2026-03-28,,Cancelled,Referral,,
V0748,Harbor Dental Partners,Marketing Specialist,Marketing & Sales,R07,2026-06-06,,Open,Referral,,
V0383,Redwood Media,IT Support Specialist,Tech,R01,2026-02-14,,Cancelled,Internal Database,,
V0713,Maple & Main Retail,Full-Stack Developer,Tech,R10,2026-02-08,2026-03-22,Filled,Referral,$3140 USD,Brazil
V0844,BlueOak Financial,SDR / Appointment Setter,Marketing & Sales,R07,2026-04-10,2026-05-23,Filled,LinkedIn,1450,Argentina
V0298,Ironwood Construction,IT Support Specialist,Tech,R02,2026-06-24,,Cancelled,LinkedIn,,
V0483,Sterling Property Mgmt,Social Media Manager,Marketing & Sales,R08,2026-04-07,,Open,LinkedIn,,
V0413,Harbor Dental Partners,Executive Assistant,Finance & Ops,R11,2026-03-26,2026-06-06,Filled,LinkedIn,1590,Colombia
V0789,Solstice Wellness,Social Media Manager,Marketing & Sales,R07,2026-02-03,2026-02-23,Filled,LinkedIn,1470,Peru
V0892,Brightline Health,  SDR / Appointment Setter ,Marketing & Sales,R07,2026-01-06,2026-03-19,Filled,LinkedIn,1480,Venezuela
V0583,Everline Solar,Executive Assistant,Finance & Ops,R04,2026-04-14,2026-05-27,Filled,Internal Database,1660,Venezuela
V0231,TrueNorth SaaS,QA Engineer,Tech,R10,2026-06-26,,Cancelled,Internal Database,,
V0709,Sterling Property Mgmt,Bookkeeper,Finance & Ops,,2025-10-28,,Cancelled,Referral,,
V0603,Riverbend Clinics,Full-Stack Developer,Tech,R02,2025-12-25,2026-01-26,Filled,Referral,2960,Peru
V0887,Harbor Dental Partners,Customer Support Rep,Marketing & Sales,R09,2026-05-19,2026-06-23,Filled,LinkedIn,1560,Mexico
V0435,clearpath accounting,Marketing Specialist,Marketing & Sales,R08,2026-05-23,2026-06-14,Filled,Job Board,2000,Venezuela
V0009,Falcon Freight,Accountant,Finance & Ops,R04,2026-02-15,2026-04-08,Filled,Referral,2350,Mexico
V0829,Peak Staffing Co,Full-Stack Developer,Tech,R03,2026-01-18,2026-03-22,Filled,Job Board,2730,Philippines
V0757,TrueNorth SaaS,Full-Stack Developer,Tech,R10,2025-10-09,,Cancelled,Job Board,,
V0834,Solstice Wellness,Data Analyst,Tech,R02,2026-06-25,,Cancelled,Job Board,,
V0103,Peak Staffing Co,Customer Support Rep,Marketing & Sales,R08,2026-01-31,2026-04-05,Filled,Internal Database,1110,Colombia
V0282,Copperfield Law,SDR / Appointment Setter,Marketing & Sales,R07,2026-04-29,2026-06-16,Filled,Job Board,1630,Colombia
V0061,blueoak financial,Project Manager,Finance & Ops,R06,2025-11-09,2025-12-01,Filled,LinkedIn,2300,Mexico
V0886,TrueNorth SaaS,QA Engineer,Tech,R10,2026-01-02,2026-02-21,Filled,Job Board,2130,Argentina
V0799,Quantum IT Services,  Bookkeeper ,Finance & Ops,R06,2025-12-28,2026-02-06,Filled,LinkedIn,1790,Mexico
V0535,Vertex Home Services,Customer Support Rep,Marketing & Sales,R08,2025-11-30,2026-01-01,Filled,Referral,1450,Colombia
V0238,Vertex Home Services,Social Media Manager,Marketing & Sales,R09,2025-11-10,,Open,LinkedIn,,
V0773,BlueOak Financial,Customer Support Rep,Marketing & Sales,R08,2025-12-18,2026-02-08,Filled,Referral,1120,Peru
V0664,Sterling Property Mgmt,Project Manager,Finance & Ops,R11,2025-12-19,,Open,Job Board,,
V0795,BlueOak Financial,Social Media Manager,Marketing & Sales,R07,2026-04-04,2026-05-04,Filled,Referral,1510,Colombia
V0606,Copperfield Law,Project Manager,Finance & Ops,R04,2026-04-22,,Cancelled,LinkedIn,,
V0503,Everline Solar,Executive Assistant,Finance & Ops,R04,2026-01-08,2026-01-26,Filled,Internal Database,1680,Philippines
V0877,Atlas E-commerce,Social Media Manager,Marketing & Sales,R12,2025-11-06,2025-12-18,Filled,LinkedIn,1450,Philippines
V0112,ClearPath Accounting,Executive Assistant,Finance & Ops,R11,2026-03-23,,Cancelled,Job Board,,
V0782,Grandview Hospitality,Bookkeeper,Finance & Ops,R06,2026-04-16,2026-06-06,Filled,LinkedIn,1510,Venezuela
V0051,pinnacle auto group,Accountant,Finance & Ops,R11,2026-03-17,,Cancelled,Job Board,,
V0345,Vertex Home Services,Full-Stack Developer,Tech,R03,2026-02-05,,Open,Referral,,
V0138,Summit Logistics,Project Manager,Finance & Ops,R06,2026-05-18,2026-06-27,Filled,Job Board,2100,Peru
V0753,Peak Staffing Co,Project Manager,Finance & Ops,R04,2026-02-20,,Cancelled,LinkedIn,,
V0524,Solstice Wellness,Accountant,Finance & Ops,R05,2025-12-13,,Cancelled,Job Board,,
V0721,Quantum IT Services,Project Manager,Finance & Ops,R05,2025-11-25,2025-12-20,Filled,LinkedIn,2390,Venezuela
V0007,Sterling Property Mgmt,Customer Support Rep,Marketing & Sales,R07,2026-02-14,2026-03-29,Filled,LinkedIn,1190,Mexico
V0643,COPPERFIELD LAW,Executive Assistant,Finance & Ops,R11,2026-02-24,2026-03-14,Filled,Internal Database,1380,Brazil
V0660,Pinnacle Auto Group,Data Analyst,Tech,R01,2026-05-27,,Cancelled,LinkedIn,,
V0319,Harbor Dental Partners,Bookkeeper,Finance & Ops,R11,2025-12-12,2026-02-11,Filled,Referral,1380,Venezuela
V0786,Ironwood Construction,Marketing Specialist,Marketing & Sales,R08,2025-12-10,2026-02-22,Filled,Job Board,1770,Colombia
V0355,Quantum IT Services,Executive Assistant,Finance & Ops,R04,2025-11-30,2025-12-20,Filled,Internal Database,1460,Argentina
V0381,Everline Solar,SDR / Appointment Setter,Marketing & Sales,R12,2026-03-14,2026-04-23,Filled,LinkedIn,1220,Colombia
V0767,Pinnacle Auto Group,Social Media Manager,Marketing & Sales,R12,2025-12-15,2025-12-29,Filled,Internal Database,1420,Argentina
V0839,Riverbend Clinics,Data Analyst,Tech,R01,2026-06-06,,Cancelled,LinkedIn,,
V0170,Maple & Main Retail,Full-Stack Developer,Tech,R01,2026-03-18,2026-05-01,Filled,Internal Database,2830,Brazil
V0076,Sterling Property Mgmt,QA Engineer,Tech,R03,2026-06-25,,Cancelled,Referral,,
V0308,Everline Solar,Customer Support Rep,Marketing & Sales,R08,2026-03-31,,Cancelled,LinkedIn,,
V0469,Atlas E-commerce,Social Media Manager,Marketing & Sales,R07,2026-04-28,2026-05-25,Filled,LinkedIn,1420,Philippines
V0102,Beacon Marketing,Data Analyst,Tech,R03,2026-01-13,2026-03-22,Filled,LinkedIn,2550,Brazil
V0330,Maple & Main Retail,QA Engineer,Tech,R02,2025-12-07,2026-01-19,Filled,Referral,2060,Philippines
V0724,Peak Staffing Co,SDR / Appointment Setter,Marketing & Sales,R12,2026-06-09,2026-06-29,Filled,LinkedIn,1710,Peru
V0596,VERTEX HOME SERVICES,Data Analyst,Tech,R02,2025-12-06,,Open,LinkedIn,,
V0538,Falcon Freight,Accountant,Finance & Ops,R06,2026-06-24,,Cancelled,Referral,,
V0393,Harbor Dental Partners,Project Manager,Finance & Ops,R06,2025-12-12,,Cancelled,Job Board,,
V0542,Sterling Property Mgmt,SDR / Appointment Setter,Marketing & Sales,R09,2026-03-28,,Open,Internal Database,,
V0593,Harbor Dental Partners,Project Manager,Finance & Ops,R06,2026-03-01,2026-04-30,Filled,Internal Database,2410,Brazil
V0467,Redwood Media,Social Media Manager,Marketing & Sales,R07,2026-05-20,2026-06-01,Filled,Job Board,1700,Argentina
V0097,TrueNorth SaaS,Marketing Specialist,Marketing & Sales,R08,2025-10-21,2025-12-07,Filled,Referral,1960,Mexico
V0040,Summit Logistics,Social Media Manager,Marketing & Sales,R07,2026-05-07,2026-06-07,Filled,Job Board,1870,Peru
V0759,Copperfield Law,Bookkeeper,Finance & Ops,,2026-05-26,,Open,LinkedIn,,
V0665,TrueNorth SaaS,Accountant,Finance & Ops,R06,2025-10-29,2025-11-12,Filled,Job Board,2140,Mexico
V0253,Copperfield Law,Project Manager,Finance & Ops,R05,2026-01-20,,Cancelled,Referral,,
V0737,Falcon Freight,QA Engineer,Tech,R02,2026-05-13,,Open,Job Board,,
V0333,Vertex Home Services,Full-Stack Developer,Tech,R03,2026-05-23,,Open,Internal Database,,
V0379,Falcon Freight,  QA Engineer ,Tech,R02,2026-05-03,,Cancelled,Internal Database,,
V0119,TrueNorth SaaS,Executive Assistant,Finance & Ops,R11,01/10/2026,,Open,LinkedIn,,
